
0.785398, 0, 
0.784704, 0.000693672, 
0.78263, 0.00276225, 
0.779185, 0.00618422, 
0.774377, 0.0109444, 
0.768211, 0.0170337, 
0.76069, 0.0244482, 
0.751812, 0.0331886, 
0.741574, 0.0432598, 
0.729972, 0.0546699, 
0.717, 0.0674295, 
0.702647, 0.0815509, 
0.686906, 0.0970469, 
0.669764, 0.11393, 
0.651212, 0.132212, 
0.631238, 0.1519, 
0.60983, 0.172999, 
0.586977, 0.195509, 
0.562671, 0.219423, 
0.536902, 0.244724, 
0.509663, 0.271389, 
0.480949, 0.299382, 
0.450759, 0.328658, 
0.419091, 0.359155, 
0.38595, 0.390802, 
0.351341, 0.423511, 
0.315273, 0.457181, 
0.277758, 0.491696, 
0.238811, 0.526925, 
0.19845, 0.562725, 
0.156695, 0.598939, 
0.11357, 0.635397, 
0.0691005, 0.67192, 
0.0233156, 0.708315, 
-0.0237534, 0.744384, 
-0.072072, 0.779917, 
-0.121602, 0.814699, 
-0.172301, 0.848506, 
-0.224123, 0.881109, 
-0.277014, 0.912274, 
-0.330915, 0.941763, 
-0.385759, 0.969331, 
-0.44147, 0.994733, 
-0.49796, 1.01772, 
-0.555132, 1.03804, 
-0.612876, 1.05545, 
-0.671067, 1.06969, 
-0.729567, 1.08052, 
-0.788223, 1.08771, 
-0.846868, 1.091, 
-0.905322, 1.09019, 
-0.96339, 1.08505, 
-1.02087, 1.07538, 
-1.07755, 1.06101, 
-1.1332, 1.04178, 
-1.18762, 1.01754, 
-1.24059, 0.988193, 
-1.2919, 0.953661, 
-1.34137, 0.913911, 
-1.38883, 0.868957, 
-1.43415, 0.818868, 
-1.47724, 0.763783, 
-1.51805, 0.70392, 
-1.55661, 0.639601, 
-1.59298, 0.571261, 
-1.62734, 0.499475, 
-1.65991, 0.424967, 
-1.69103, 0.348619, 
-1.72108, 0.271456, 
-1.75051, 0.194615, 
-1.7798, 0.119285, 
-1.80941, 0.0466377, 
-1.83977, -0.0222592, 
-1.87125, -0.0865031, 
-1.90408, -0.1454, 
-1.93844, -0.198479, 
-1.97438, -0.245474, 
-2.0119, -0.2863, 
-2.05091, -0.321016, 
-2.09128, -0.349793, 
-2.13283, -0.37288, 
-2.17539, -0.390587, 
-2.21874, -0.403262, 
-2.26269, -0.411282, 
-2.30701, -0.415041, 
-2.35151, -0.414944, 
-2.39598, -0.411401, 
-2.44024, -0.404821, 
-2.4841, -0.39561, 
-2.52738, -0.384168, 
-2.56994, -0.370883, 
-2.61161, -0.356129, 
-2.65227, -0.340266, 
-2.69177, -0.323631, 
-2.73001, -0.306543, 
-2.76689, -0.289295, 
-2.80231, -0.272154, 
-2.83619, -0.255365, 
-2.86845, -0.239141, 
-2.89905, -0.223673, 
-2.92792, -0.209124, 
-2.95503, -0.195633, 
-2.98035, -0.183317, 
-3.00384, -0.172271, 
-3.02548, -0.162573, 
-3.04528, -0.154281, 
-3.06321, -0.147443, 
-3.07927, -0.142092, 
-3.09346, -0.13825, 
-3.10578, -0.135934, 
-3.11624, -0.135151, 
-3.12485, -0.135903, 
-3.13161, -0.138189, 
-3.13653, -0.142004, 
-3.13961, -0.147339, 
-3.14088, -0.154184, 
-3.14034, -0.162525, 
-3.13799, -0.172347, 
-3.13386, -0.183631, 
-3.12796, -0.196357, 
-3.1203, -0.210501, 
-3.11088, -0.226034, 
-3.09974, -0.242924, 
-3.08688, -0.261131, 
-3.07232, -0.280613, 
-3.05608, -0.301317, 
-3.03818, -0.323186, 
-3.01865, -0.346151, 
-2.9975, -0.370138, 
-2.97478, -0.395063, 
-2.9505, -0.420831, 
-2.9247, -0.447338, 
-2.89742, -0.474473, 
-2.86869, -0.502113, 
-2.83855, -0.530129, 
-2.80705, -0.558381, 
-2.77422, -0.586724, 
-2.74012, -0.615005, 
-2.70479, -0.643065, 
-2.66829, -0.670741, 
-2.63067, -0.697865, 
-2.59198, -0.724264, 
-2.5523, -0.749766, 
-2.51167, -0.774193, 
-2.47017, -0.797371, 
-2.42786, -0.81912, 
-2.38484, -0.839265, 
-2.34116, -0.857631, 
-2.29693, -0.874046, 
-2.25222, -0.888339, 
-2.20715, -0.900346, 
-2.16181, -0.909906, 
-2.1163, -0.916868, 
-2.07075, -0.921084, 
-2.02526, -0.922419, 
